-13.3057,-0.194719,1.5
-13.2053,-0.193428,1.5
-13.1052,-0.19214,1.5
-13.0049,-0.190851,1.5
-12.9047,-0.189562,1.5
-12.8046,-0.188275,1.5
-12.7042,-0.186984,1.5
-12.604,-0.185696,1.5
-12.5036,-0.184404,1.5
-12.403,-0.18311,1.5
-12.3023,-0.181815,1.5
-12.2015,-0.18052,1.5
-12.1008,-0.179224,1.5
-12.0008,-0.177939,1.5
-11.9,-0.176642,1.5
-11.7992,-0.175346,1.5
-11.6992,-0.17406,1.5
-11.5985,-0.172764,1.5
-11.4977,-0.171468,1.5
-11.3969,-0.170172,1.5
-11.2969,-0.168886,1.5
-11.1961,-0.16759,1.5
-11.0953,-0.166294,1.5
-10.9953,-0.165008,1.5
-10.8953,-0.163722,1.5
-10.7945,-0.162426,1.5
-10.6945,-0.16114,1.5
-10.5937,-0.159844,1.5
-10.4929,-0.158548,1.5
-10.3921,-0.157252,1.5
-10.2914,-0.155956,1.5
-10.1914,-0.15467,1.5
-10.0914,-0.153384,1.5
-9.99059,-0.152088,1.5
-9.89059,-0.150802,1.5
-9.7898,-0.149506,1.5
-9.68981,-0.14822,1.5
-9.58981,-0.146934,1.5
-9.48903,-0.145638,1.5
-9.38904,-0.144352,1.5
-9.28824,-0.143056,1.5
-9.18825,-0.14177,1.5
-9.08746,-0.140474,1.5
-8.98747,-0.139188,1.5
-8.88667,-0.137892,1.5
-8.78589,-0.136596,1.5
-8.6859,-0.13531,1.5
-8.5859,-0.134024,1.5
-8.48511,-0.132728,1.5
-8.38511,-0.131442,1.5
-8.28433,-0.130146,1.5
-8.18433,-0.128861,1.5
-8.08434,-0.127575,1.5
-7.98355,-0.126279,1.5
-7.88356,-0.124993,1.5
-7.78356,-0.123707,1.5
-7.68278,-0.122411,1.5
-7.58278,-0.121125,1.5
-7.482,-0.119829,1.5
-7.382,-0.118543,1.5
-7.28121,-0.117247,1.5
-7.18122,-0.115961,1.5
-7.08123,-0.114675,1.5
-6.98043,-0.113379,1.5
-6.87964,-0.112083,1.5
-6.77886,-0.110787,1.5
-6.67887,-0.109501,1.5
-6.57887,-0.108215,1.5
-6.47808,-0.106919,1.5
-6.37808,-0.105633,1.5
-6.27729,-0.104337,1.5
-6.1773,-0.103051,1.5
-6.07651,-0.101755,1.5
-5.9765,-0.100469,1.5
-5.87572,-0.0991728,1.5
-5.77493,-0.0978768,1.5
-5.67414,-0.0965806,1.5
-5.57335,-0.0952845,1.5
-5.47256,-0.0939884,1.5
-5.37256,-0.0927025,1.5
-5.27178,-0.0914064,1.5
-5.17177,-0.0901204,1.5
-5.07099,-0.0888244,1.5
-4.9702,-0.0875283,1.5
-4.87021,-0.0862425,1.5
-4.77022,-0.0849566,1.5
-4.67022,-0.0836707,1.5
-4.57023,-0.0823848,1.5
-4.47024,-0.081099,1.5
-4.36945,-0.0798029,1.5
-4.26865,-0.0785067,1.5
-4.16786,-0.0772106,1.5
-4.06708,-0.0759145,1.5
-3.96628,-0.0746183,1.5
-3.86548,-0.0733222,1.5
-3.7647,-0.0720261,1.5
-3.66391,-0.07073,1.5
-3.56311,-0.0694338,1.5
-3.46232,-0.0681377,1.5
-3.36153,-0.0668415,1.5
-3.26076,-0.0655457,1.5
-3.16076,-0.0642597,1.5
-3.06076,-0.0629737,1.5
-2.95997,-0.0616777,1.5
-2.85998,-0.0603918,1.5
-2.75998,-0.0591059,1.5
-2.65999,-0.0578201,1.5
-2.56,-0.0565342,1.5
-2.4592,-0.055238,1.5
-2.35841,-0.0539419,1.5
-2.25762,-0.0526458,1.5
-2.15683,-0.0513497,1.5
-2.05604,-0.0500536,1.5
-1.95525,-0.0487574,1.5
-1.85526,-0.0474716,1.5
-1.75526,-0.0461857,1.5
-1.65448,-0.0448897,1.5
-1.55448,-0.0436037,1.5
-1.45369,-0.0423076,1.5
-1.3529,-0.0410115,1.5
-1.25291,-0.0397257,1.5
-1.15291,-0.0384398,1.5
-1.05292,-0.0371539,1.5
-0.952134,-0.0358578,1.5
-0.852137,-0.0345719,1.5
-0.751348,-0.0332758,1.5
-0.65056,-0.0319798,1.5
-0.550563,-0.0306938,1.5
-0.449777,-0.0293978,1.5
-0.349784,-0.0281119,1.5
-0.249788,-0.026826,1.5
-0.148999,-0.0255299,1.5
-0.0482063,-0.0242338,1.5
0.0525905,-0.0229376,1.5
0.152584,-0.0216517,1.5
0.253368,-0.0203557,1.5
0.354156,-0.0190596,1.5
0.454156,-0.0177736,1.5
0.554943,-0.0164776,1.5
0.654944,-0.0151916,1.5
0.755725,-0.0138956,1.5
0.856517,-0.0125995,1.5
0.956509,-0.0113136,1.5
1.0573,-0.0100175,1.5
1.15729,-0.00873162,1.5
1.25809,-0.00743547,1.5
1.35888,-0.00613929,1.5
1.45967,-0.00484321,1.5
1.56046,-0.00354706,1.5
1.66125,-0.00225098,1.5
1.76204,-0.000954804,1.5
1.86284,0.000341397,1.5
1.96363,0.00163755,1.5
2.06443,0.00293367,1.5
2.16522,0.00422987,1.5
2.266,0.00552587,1.5
2.3668,0.00682204,1.5
2.46759,0.00811819,1.5
2.56837,0.00924868,1.5
2.66908,0.00513274,1.5
2.76958,-0.00266048,1.5
2.86979,-0.0135197,1.5
2.97029,-0.0205125,1.5
3.07109,-0.0213319,1.5
3.17186,-0.0190055,1.5
3.2725,-0.0136036,1.5
3.3732,-0.0104754,1.5
3.47393,-0.0142615,1.5
3.57448,-0.0212206,1.5
3.67479,-0.0311833,1.5
3.77475,-0.0441247,1.5
3.87428,-0.0600394,1.5
3.97329,-0.0789185,1.5
4.07183,-0.100175,1.5
4.17159,-0.114415,1.5
4.27189,-0.124435,1.5
4.37244,-0.131408,1.5
4.47316,-0.135339,1.5
4.57316,-0.13623,1.5
4.67393,-0.134082,1.5
4.77459,-0.128873,1.5
4.87504,-0.120596,1.5
4.9752,-0.109274,1.5
5.07521,-0.0968334,1.5
5.1759,-0.0922838,1.5
5.27669,-0.0912966,1.5
5.37747,-0.09337,1.5
5.47738,-0.0980255,1.5
5.5781,-0.0958122,1.5
5.67869,-0.0890832,1.5
5.77899,-0.0792708,1.5
5.879,-0.0666374,1.5
5.97956,-0.0602895,1.5
6.08034,-0.058822,1.5
6.18113,-0.0604667,1.5
6.28182,-0.0651434,1.5
6.38233,-0.0728398,1.5
6.48254,-0.0835624,1.5
6.5824,-0.0973051,1.5
6.6819,-0.113402,1.5
6.78231,-0.122273,1.5
6.88297,-0.126971,1.5
6.98377,-0.128604,1.5
7.08455,-0.127161,1.5
7.18524,-0.122643,1.5
7.28575,-0.115057,1.5
7.38599,-0.104406,1.5
7.48584,-0.0906986,1.5
7.58597,-0.0795552,1.5
7.68667,-0.0752139,1.5
7.78746,-0.0740287,1.5
7.88823,-0.0758691,1.5
7.98812,-0.0806988,1.5
8.08861,-0.0885905,1.5
8.18881,-0.0995096,1.5
8.28863,-0.113447,1.5
8.388,-0.130391,1.5
8.48709,-0.148797,1.5
8.58732,-0.159463,1.5
8.68786,-0.166493,1.5
8.78858,-0.170469,1.5
8.88937,-0.171424,1.5
8.98935,-0.169376,1.5
9.09002,-0.164255,1.5
9.19048,-0.156104,1.5
9.29067,-0.144964,1.5
9.39046,-0.13084,1.5
9.49072,-0.120845,1.5
9.59143,-0.116755,1.5
9.69161,-0.11578,1.5
9.96167,-0.107206,1.5
9.95794,-0.00725688,1.5
9.95418,0.0932853,1.5
9.95041,0.193695,1.5
9.94666,0.293976,1.5
9.9429,0.394043,1.5
9.93914,0.494388,1.5
9.93537,0.594503,1.5
9.9316,0.694891,1.5
9.92782,0.795451,1.5
9.92403,0.89608,1.5
9.92023,0.99676,1.5
9.91643,1.09747,1.5
9.91263,1.19818,1.5
9.90882,1.2989,1.5
9.90502,1.39962,1.5
9.9012,1.50036,1.5
9.89739,1.6011,1.5
9.89357,1.70181,1.5
9.88975,1.80253,1.5
9.88593,1.90326,1.5
9.8821,2.00398,1.5
9.8783,2.10391,1.5
9.87447,2.20463,1.5
9.87066,2.30456,1.5
9.86682,2.40529,1.5
9.86301,2.50522,1.5
9.85917,2.60595,1.5
9.85532,2.70667,1.5
9.85147,2.8074,1.5
9.84761,2.90813,1.5
9.84379,3.00806,1.5
9.83993,3.10878,1.5
9.83606,3.20951,1.5
9.8322,3.31023,1.5
9.82836,3.41016,1.5
9.82448,3.51089,1.5
9.82061,3.61161,1.5
9.81676,3.71154,1.5
9.81288,3.81226,1.5
9.80903,3.91218,1.5
9.80514,4.01291,1.5
9.80125,4.11363,1.5
9.79738,4.21356,1.5
9.79349,4.31429,1.5
9.78962,4.41421,1.5
9.78572,4.51493,1.5
9.78184,4.61486,1.5
9.77793,4.71559,1.5
9.77402,4.8163,1.5
9.77014,4.91623,1.5
9.76622,5.01695,1.5
9.76233,5.11688,1.5
9.75844,5.21681,1.5
9.75451,5.31753,1.5
9.75058,5.41825,1.5
9.74668,5.51818,1.5
9.74277,5.61811,1.5
9.73883,5.71882,1.5
9.73492,5.81874,1.5
9.73098,5.91946,1.5
9.72706,6.01939,1.5
9.72314,6.11932,1.5
9.71922,6.21924,1.5
9.71526,6.31997,1.5
9.7113,6.42068,1.5
9.70737,6.52061,1.5
9.7034,6.62133,1.5
9.69943,6.72204,1.5
9.69549,6.82197,1.5
9.69155,6.92189,1.5
9.68757,7.02261,1.5
9.68362,7.12254,1.5
9.67964,7.22326,1.5
9.67565,7.32397,1.5
9.67169,7.4239,1.5
9.6677,7.52462,1.5
9.6637,7.62535,1.5
9.6597,7.72606,1.5
9.6557,7.82678,1.5
9.65172,7.92671,1.5
9.64771,8.02743,1.5
9.6437,8.12814,1.5
9.63969,8.22887,1.5
9.6357,8.32892,1.5
9.73464,8.62688,1.5
9.63424,8.62655,1.5
9.53394,8.62622,1.5
9.43385,8.62589,1.5
9.33369,8.62555,1.5
9.23365,8.62521,1.5
9.13329,8.62487,1.5
9.03313,8.62452,1.5
8.93267,8.62417,1.5
8.83205,8.62382,1.5
8.73136,8.62346,1.5
8.63062,8.6231,1.5
8.52985,8.62274,1.5
8.42906,8.62237,1.5
8.32827,8.622,1.5
8.22747,8.62163,1.5
8.12668,8.62126,1.5
8.02587,8.62088,1.5
7.92507,8.6205,1.5
7.82428,8.62011,1.5
7.72348,8.61973,1.5
7.62267,8.61933,1.5
7.52188,8.61894,1.5
7.42188,8.61855,1.5
7.32186,8.61815,1.5
7.22108,8.61775,1.5
7.12028,8.61734,1.5
7.01949,8.61693,1.5
6.91949,8.61653,1.5
6.81949,8.61612,1.5
6.71869,8.6157,1.5
6.61789,8.61528,1.5
6.51789,8.61486,1.5
6.41789,8.61443,1.5
6.31709,8.614,1.5
6.21709,8.61357,1.5
6.1163,8.61314,1.5
6.01629,8.6127,1.5
5.9155,8.61226,1.5
5.81548,8.61182,1.5
5.71468,8.61137,1.5
5.61389,8.61092,1.5
5.5131,8.61047,1.5
5.4131,8.61001,1.5
5.3123,8.60955,1.5
5.2115,8.60909,1.5
5.11071,8.60862,1.5
5.01071,8.60816,1.5
4.9099,8.60768,1.5
4.8091,8.60721,1.5
4.70831,8.60673,1.5
4.60831,8.60625,1.5
4.50831,8.60577,1.5
4.40751,8.60529,1.5
4.30751,8.6048,1.5
4.20671,8.60431,1.5
4.10591,8.60381,1.5
4.00512,8.60331,1.5
3.90512,8.60281,1.5
3.80432,8.60231,1.5
3.70353,8.6018,1.5
3.60352,8.60129,1.5
3.50272,8.60077,1.5
3.40272,8.60026,1.5
3.30193,8.59974,1.5
3.20193,8.59922,1.5
3.10193,8.5987,1.5
3.00112,8.59817,1.5
2.90033,8.59763,1.5
2.80033,8.5971,1.5
2.69953,8.59656,1.5
2.59874,8.59602,1.5
2.49874,8.59548,1.5
2.39794,8.59493,1.5
2.29794,8.59439,1.5
2.19794,8.59384,1.5
2.09714,8.59328,1.5
1.99635,8.59272,1.5
1.89635,8.59216,1.5
1.79633,8.5916,1.5
1.69555,8.59103,1.5
1.59555,8.59046,1.5
1.49555,8.58989,1.5
1.39476,8.58931,1.5
1.29476,8.58874,1.5
1.19476,8.58816,1.5
1.09396,8.58757,1.5
0.99396,8.58698,1.5
0.89396,8.58639,1.5
0.793155,8.5858,1.5
0.692358,8.5852,1.5
0.591565,8.58459,1.5
0.49077,8.58399,1.5
0.38997,8.58338,1.5
0.28917,8.58277,1.5
0.189166,8.58216,1.5
0.088378,8.58154,1.5
-0.0124196,8.58092,1.5
-0.112419,8.5803,1.5
-0.213219,8.57967,1.5
-0.314015,8.57904,1.5
-0.414014,8.57842,1.5
-0.514809,8.57778,1.5
-0.614814,8.57715,1.5
-0.715606,8.5765,1.5
-0.815605,8.57586,1.5
-0.916403,8.57522,1.5
-1.0164,8.57457,1.5
-1.1172,8.57392,1.5
-1.218,8.57326,1.5
-1.31799,8.5726,1.5
-1.41799,8.57195,1.5
-1.5188,8.57128,1.5
